id,listing_url,neighbourhood,neighbourhood_cleansed,city,state,zipcode,latitude,longitude,property_type,room_type,accommodates,bathrooms,bedrooms,beds,bed_type,amenities,price,security_deposit,cleaning_fee,guests_included,extra_people,minimum_nights,maximum_nights,number_of_reviews,first_review,last_review,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,cancellation_policy,calculated_host_listings_count,reviews_per_month
9770560,https://www.airbnb.com/rooms/9770560,Theater District,Downtown,Boston,MA,2116,42.35270681,-71.06338443,Apartment,Entire home/apt,3,1,0,1,Real Bed,"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",Kitchen,Doorman,Elevator,Heating,Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",Essentials,Shampoo,Hangers,""Hair dryer"",Iron,""Laptop friendly workspace""}",225.00,,,1,$0.00 ,1,1125,0,,,,,,,,,,flexible,1,
9796309,https://www.airbnb.com/rooms/9796309,Financial District,Downtown,Boston,MA,2109,42.35858382,-71.0526974,Villa,Private room,4,1,1,1,Real Bed,"{TV,Wifi,""Air conditioning"",Essentials,""24-hour check-in""}",100.00,,,1,$0.00 ,1,7,0,,,,,,,,,,flexible,1,
9813223,https://www.airbnb.com/rooms/9813223,Allston-Brighton,Allston,Boston,MA,2134,42.35105232,-71.133836,Apartment,Entire home/apt,2,1,0,2,Real Bed,"{TV,Internet,Wifi,""Air conditioning"",Kitchen,""Paid parking off premises"",Breakfast,""Free street parking"",""Buzzer/wireless intercom"",Heating,""Family/kid friendly"",Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""Fire extinguisher"",Essentials,Shampoo,""24-hour check-in"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Pack ’n Play/travel crib"",""Hot water"",Microwave,""Coffee maker"",Refrigerator,""Dishes and silverware"",""Cooking basics"",Oven,Stove,""Luggage dropoff allowed"",""Long term stays allowed"",Other}",79.00,0.00,95.00,2,$0.00 ,90,1124,83,12/11/2015,8/29/2018,96,10,10,10,10,10,10,moderate,2,2.47
9821291,https://www.airbnb.com/rooms/9821291,South End,South End,Boston,MA,2118,42.33685272,-71.0730617,Apartment,Entire home/apt,4,1,1,2,Real Bed,"{TV,Internet,Wifi,""Air conditioning"",Kitchen,Heating,""Smoke detector"",""Carbon monoxide detector"",Essentials,Shampoo,Hangers,""Laptop friendly workspace""}",130.00,150.00,50.00,1,$0.00 ,1,1125,0,,,,,,,,,,flexible,1,
9822600,https://www.airbnb.com/rooms/9822600,Charlestown,Charlestown,Boston,MA,2129,42.37294842,-71.06250928,Apartment,Entire home/apt,1,1,1,1,Real Bed,"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",Kitchen,Heating,Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",Essentials,Shampoo,""24-hour check-in"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace""}",275.00,,100.00,1,$0.00 ,3,1125,0,,,,,,,,,,flexible,1,
9825415,https://www.airbnb.com/rooms/9825415,Back Bay,Bay Village,Boston,MA,2116,42.34897813,-71.06782459,Apartment,Private room,2,1,1,1,Real Bed,"{""Cable TV"",Wifi,""Air conditioning"",Kitchen,Heating,Washer,Dryer,Essentials,Shampoo,Iron,""Laptop friendly workspace""}",120.00,,30.00,1,$10.00 ,2,1125,12,12/23/2015,4/18/2017,93,10,9,9,9,10,9,moderate,1,0.36
9834532,https://www.airbnb.com/rooms/9834532,Roxbury,Roxbury,Roxbury Crossing,MA,2120,42.33646144,-71.08270026,House,Entire home/apt,6,2,2,3,Real Bed,"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",Kitchen,""Pets live on this property"",Cat(s),Heating,""Family/kid friendly"",Washer,Dryer,Essentials,Shampoo,""24-hour check-in"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace""}",250.00,500.00,200.00,1,$0.00 ,7,1125,0,,,,,,,,,,flexible,1,
9834727,https://www.airbnb.com/rooms/9834727,North End,North End,Boston,MA,2113,42.36399221,-71.05488133,Condominium,Entire home/apt,2,1,1,1,Real Bed,"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",Kitchen,Heating,Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",""Safety card"",""Fire extinguisher"",Essentials,Shampoo,Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50"",""Private entrance"",Other}",150.00,,50.00,2,$50.00 ,2,1125,80,1/15/2016,9/8/2018,93,9,9,10,10,10,9,strict_14_with_grace_period,1,2.46
9841140,https://www.airbnb.com/rooms/9841140,North End,North End,Boston,MA,2113,42.36378841,-71.05502676,Apartment,Entire home/apt,6,1.5,2,3,Real Bed,"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",Kitchen,""Paid parking off premises"",Heating,""Family/kid friendly"",Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""Fire extinguisher"",Essentials,Shampoo,Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Private entrance"",""Hot water"",""Bed linens"",""Extra pillows and blankets"",Microwave,""Coffee maker"",Refrigerator,Dishwasher,""Dishes and silverware"",""Cooking basics"",Oven,Stove,""Luggage dropoff allowed"",Other}",425.00,0.00,165.00,4,$35.00 ,3,150,20,12/20/2015,6/10/2018,99,10,10,10,10,10,10,strict_14_with_grace_period,30,0.6
9845039,https://www.airbnb.com/rooms/9845039,Fenway/Kenmore,Fenway,Boston,MA,2215,42.34690896,-71.10492805,Apartment,Entire home/apt,4,1,1,2,Real Bed,"{TV,Internet,Wifi,Kitchen,""Buzzer/wireless intercom"",Heating,""Family/kid friendly"",Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",Essentials,Shampoo,""24-hour check-in"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace""}",100.00,,,1,$0.00 ,1,1125,6,12/25/2015,2/8/2016,87,9,8,10,10,9,9,flexible,2,0.18
9853959,https://www.airbnb.com/rooms/9853959,South End,South End,Boston,MA,2118,42.34121174,-71.07955075,Apartment,Entire home/apt,4,1,1,2,Real Bed,"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",Kitchen,""Pets live on this property"",Dog(s),""Buzzer/wireless intercom"",Heating,""Family/kid friendly"",Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",Essentials,Shampoo,Hangers,""Hair dryer"",Iron,""Laptop friendly workspace""}",195.00,,25.00,4,$15.00 ,2,1125,0,,,,,,,,,,strict_14_with_grace_period,1,
9855805,https://www.airbnb.com/rooms/9855805,Back Bay,Back Bay,Boston,MA,2116,42.35482453,-71.07334797,Apartment,Entire home/apt,4,1,2,2,Real Bed,"{TV,""Cable TV"",Wifi,""Air conditioning"",Kitchen,""Pets allowed"",Elevator,Heating,""Family/kid friendly"",Essentials,Shampoo,""24-hour check-in"",Hangers,""Hair dryer"",Iron}",229.00,,,1,$0.00 ,2,1125,64,2/13/2016,8/27/2018,91,9,9,10,10,10,9,strict_14_with_grace_period,35,2.03
9857049,https://www.airbnb.com/rooms/9857049,Beacon Hill,Beacon Hill,Boston,MA,2108,42.35744256,-71.06903191,Apartment,Entire home/apt,2,1,1,1,Real Bed,"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",Kitchen,Heating,""Family/kid friendly"",Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""Fire extinguisher"",Essentials,Shampoo,""24-hour check-in"",Hangers,""Hair dryer"",Iron}",189.00,,,1,$0.00 ,2,1125,79,12/21/2015,8/22/2018,95,10,9,10,10,10,9,strict_14_with_grace_period,35,2.37
9858828,https://www.airbnb.com/rooms/9858828,North End,North End,Boston,MA,2113,42.36486693,-71.05769065,Apartment,Entire home/apt,2,1,0,1,Real Bed,"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",Kitchen,Heating,Washer,Dryer,Essentials,Shampoo,""Hair dryer""}",150.00,100.00,,1,$0.00 ,2,1125,23,2/21/2016,8/30/2016,98,10,10,10,10,10,9,strict_14_with_grace_period,1,0.74
9864083,https://www.airbnb.com/rooms/9864083,South End,South End,Boston,MA,2118,42.34183606,-71.06475388,Apartment,Entire home/apt,2,1,1,1,Real Bed,"{TV,""Cable TV"",Wifi,""Air conditioning"",Kitchen,Elevator,""Buzzer/wireless intercom"",Heating,Washer,Dryer,""Smoke detector"",""Fire extinguisher"",Essentials,Shampoo,Hangers,""Hair dryer"",Iron}",150.00,,50.00,2,$0.00 ,1,1125,0,,,,,,,,,,flexible,1,
9878725,https://www.airbnb.com/rooms/9878725,Allston-Brighton,Allston,Boston,MA,2134,42.36030977,-71.13411348,House,Private room,2,2,1,1,Real Bed,"{TV,Internet,Wifi,Kitchen,""Free parking on premises"",""Pets live on this property"",Cat(s),""Other pet(s)"",""Free street parking"",Heating,Washer,""Smoke detector"",""Carbon monoxide detector"",""Fire extinguisher"",Essentials,""24-hour check-in"",Hangers,""Hair dryer"",Iron,""Hot water"",Other}",40.00,0.00,30.00,1,$0.00 ,1,1125,1,3/5/2018,3/5/2018,100,10,10,10,10,10,10,flexible,4,0.15
9878803,https://www.airbnb.com/rooms/9878803,Fenway/Kenmore,Fenway,Boston,MA,2215,42.34626692,-71.10622712,Apartment,Shared room,1,1,1,1,Real Bed,"{TV,""Cable TV"",Internet,Wifi,Kitchen,Heating,Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50"",""Self check-in"",Lockbox}",50.00,,,1,$0.00 ,1,4,33,12/14/2015,6/19/2017,90,9,9,10,10,10,9,moderate,1,0.98
9894686,https://www.airbnb.com/rooms/9894686,Dorchester,Dorchester,Boston,MA,2124,42.29316244,-71.07272853,House,Private room,2,1,1,1,Real Bed,"{Wifi,""Air conditioning"",Dog(s),""Free street parking"",Heating,""Family/kid friendly"",""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",Essentials,Shampoo,Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Self check-in"",Keypad,""Hot water""}",69.00,,7.00,2,$0.00 ,1,1125,225,12/18/2015,8/29/2018,95,10,10,10,10,9,10,strict_14_with_grace_period,2,6.74
9896713,https://www.airbnb.com/rooms/9896713,Allston-Brighton,Brighton,Boston,MA,2135,42.3474161,-71.16731949,Townhouse,Entire home/apt,5,1,1,3,Real Bed,"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",Kitchen,""Pets allowed"",""Pets live on this property"",Dog(s),""Free street parking"",Heating,""Family/kid friendly"",Washer,Dryer,""Smoke detector"",""First aid kit"",Essentials,Shampoo,""24-hour check-in"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Private entrance"",""Outlet covers"",Bathtub,""Babysitter recommendations"",""Room-darkening shades"",""Hot water"",""Luggage dropoff allowed"",Other}",112.00,0.00,39.00,1,$30.00 ,1,14,263,12/13/2015,8/30/2018,95,10,10,10,10,10,10,moderate,1,7.84
9897713,https://www.airbnb.com/rooms/9897713,East Boston,East Boston,Boston,MA,2128,42.38023267,-71.02894337,Apartment,Entire home/apt,3,1,1,2,Real Bed,"{TV,""Cable TV"",Wifi,""Air conditioning"",Kitchen,""Pets allowed"",""Free street parking"",Heating,""Family/kid friendly"",Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""Fire extinguisher"",Essentials,Shampoo,Hangers,""Hair dryer"",Iron,""Self check-in"",Lockbox,""Private living room"",Bathtub,""Hot water"",""Bed linens"",""Extra pillows and blankets"",Microwave,""Coffee maker"",Refrigerator,Dishwasher,""Dishes and silverware"",""Cooking basics"",Oven,Stove,""BBQ grill"",""Patio or balcony"",""Garden or backyard"",""Wide hallway clearance"",""Well-lit path to entrance"",""Disabled parking spot""}",75.00,500.00,50.00,1,$0.00 ,1,1125,9,1/17/2016,5/4/2018,89,10,9,10,10,9,9,strict_14_with_grace_period,1,0.28
9900315,https://www.airbnb.com/rooms/9900315,Charlestown,Charlestown,Boston,MA,2129,42.37394925,-71.06128123,Apartment,Entire home/apt,2,1,1,1,Real Bed,"{Internet,Wifi,""Air conditioning"",Kitchen,""Free parking on premises"",Heating,""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",""Safety card"",""Fire extinguisher"",Essentials,Shampoo,""24-hour check-in"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""translation missing: en.hosting_amenity_50"",""Self check-in"",Lockbox,""Hot water"",""Bed linens""}",150.00,0.00,30.00,2,$0.00 ,4,200,35,3/17/2016,9/13/2018,97,10,10,10,10,10,10,strict_14_with_grace_period,1,1.15
9918713,https://www.airbnb.com/rooms/9918713,Back Bay,Back Bay,Boston,MA,2116,42.34665681,-71.07911571,Apartment,Entire home/apt,5,1.5,2,3,Real Bed,"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",Kitchen,""Pets allowed"",Elevator,Heating,""Family/kid friendly"",Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",Essentials,Shampoo,""24-hour check-in"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Self check-in"",Lockbox}",175.00,,100.00,1,$0.00 ,3,1125,3,12/30/2015,4/8/2018,80,7,9,10,7,10,8,strict_14_with_grace_period,184,0.09
9920084,https://www.airbnb.com/rooms/9920084,Back Bay,Back Bay,Boston,MA,2116,42.34685199,-71.07799518,Apartment,Entire home/apt,5,1.5,2,3,Real Bed,"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",Kitchen,""Pets allowed"",Elevator,Heating,""Family/kid friendly"",Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",Essentials,Shampoo,""24-hour check-in"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Self check-in"",Lockbox}",185.00,,100.00,1,$0.00 ,3,1125,3,4/25/2016,8/15/2016,80,8,9,8,9,10,7,strict_14_with_grace_period,184,0.1
9922595,https://www.airbnb.com/rooms/9922595,Chinatown,Downtown,Boston,MA,2116,42.35107229,-71.06305596,Apartment,Entire home/apt,3,1,1,2,Real Bed,"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",Pool,Kitchen,""Pets allowed"",Doorman,Gym,Elevator,Heating,""Family/kid friendly"",Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",Essentials,Shampoo,""24-hour check-in"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Self check-in"",""Building staff""}",144.00,,100.00,1,$0.00 ,3,1125,3,8/10/2016,8/13/2018,73,7,7,7,7,7,7,strict_14_with_grace_period,184,0.12
9941923,https://www.airbnb.com/rooms/9941923,Fenway/Kenmore,Fenway,Brookline,MA,2446,42.35047343,-71.0972315,Apartment,Entire home/apt,6,1,2,2,Real Bed,"{TV,Internet,Wifi,""Air conditioning"",Kitchen,""Indoor fireplace"",""Buzzer/wireless intercom"",Heating,""Family/kid friendly"",""Smoke detector"",""First aid kit"",""Fire extinguisher"",Essentials,Hangers,""Hair dryer"",Iron,""Laptop friendly workspace""}",192.00,,60.00,1,$0.00 ,1,1125,0,,,,,,,,,,flexible,1,
9949819,https://www.airbnb.com/rooms/9949819,South End,South End,Boston,MA,2116,42.34650892,-71.07337175,Apartment,Shared room,2,1.5,1,1,Real Bed,"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",Kitchen,""Pets allowed"",""Pets live on this property"",Dog(s),Heating,""Family/kid friendly"",Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",Essentials,Shampoo}",77.00,,,2,$50.00 ,1,1125,2,12/28/2015,1/15/2016,100,10,10,10,10,10,10,flexible,1,0.06
9969226,https://www.airbnb.com/rooms/9969226,Allston-Brighton,Allston,Boston,MA,2134,42.34909987,-71.13098673,Apartment,Entire home/apt,4,1,1,1,Real Bed,"{TV,Internet,Wifi,""Air conditioning"",Kitchen,""Smoke detector"",""Carbon monoxide detector"",""Fire extinguisher""}",79.00,,40.00,1,$0.00 ,1,1125,0,,,,,,,,,,moderate,1,
9970895,https://www.airbnb.com/rooms/9970895,South End,South End,Boston,MA,2118,42.33716319,-71.07515986,Condominium,Entire home/apt,2,1,1,1,Real Bed,"{TV,Internet,Wifi,""Air conditioning"",Kitchen,""Buzzer/wireless intercom"",Heating,Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",Essentials,Shampoo,Hangers,""Hair dryer"",""Laptop friendly workspace""}",159.00,,60.00,1,$20.00 ,2,1125,10,12/17/2015,6/16/2016,100,10,10,10,10,10,9,moderate,1,0.3
9971054,https://www.airbnb.com/rooms/9971054,Jamaica Plain,Jamaica Plain,Boston,MA,2130,42.30337107,-71.11500731,Apartment,Private room,2,1,1,1,Real Bed,"{Wifi,Kitchen,""Pets live on this property"",Dog(s),Cat(s),Heating,""Family/kid friendly"",""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",""Fire extinguisher"",Essentials,Shampoo,Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""translation missing: en.hosting_amenity_50""}",50.00,100.00,20.00,1,$0.00 ,1,1125,70,3/28/2016,9/6/2018,94,10,9,10,10,10,9,moderate,1,2.33
9989001,https://www.airbnb.com/rooms/9989001,Allston-Brighton,Brighton,Boston,MA,2135,42.34849289,-71.16900728,House,Private room,1,1,1,1,Real Bed,"{TV,Internet,Wifi,Kitchen,Heating,Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""Lock on bedroom door"",""Laptop friendly workspace""}",30.00,,,1,$0.00 ,14,23,0,,,,,,,,,,flexible,1,
9991733,https://www.airbnb.com/rooms/9991733,West End,West End,Boston,MA,2114,42.36497434,-71.06961622,Apartment,Entire home/apt,3,1,1,2,Real Bed,"{TV,Internet,Wifi,""Air conditioning"",Kitchen,Doorman,Gym,Elevator,Heating,Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",Essentials,""24-hour check-in"",Hangers,Iron}",259.00,0.00,100.00,1,$0.00 ,2,1125,4,12/29/2015,7/21/2017,80,7,7,10,6,10,8,moderate,23,0.12
9991857,https://www.airbnb.com/rooms/9991857,Back Bay,Back Bay,Boston,MA,2116,42.34668655,-71.07918967,Apartment,Entire home/apt,5,2,2,3,Real Bed,"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",Kitchen,""Pets allowed"",Elevator,Heating,""Family/kid friendly"",Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",Essentials,Shampoo,""24-hour check-in"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Self check-in"",""Building staff""}",177.00,,100.00,1,$0.00 ,3,1125,6,5/26/2016,6/10/2018,93,9,10,10,10,10,9,strict_14_with_grace_period,184,0.21
9992143,https://www.airbnb.com/rooms/9992143,Back Bay,Back Bay,Boston,MA,2116,42.34651763,-71.07772599,Apartment,Entire home/apt,5,2,2,3,Real Bed,"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",Kitchen,""Pets allowed"",Elevator,Heating,""Family/kid friendly"",Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",Essentials,Shampoo,""24-hour check-in"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Self check-in"",Lockbox}",184.00,,100.00,1,$0.00 ,3,1125,9,9/30/2016,3/17/2018,82,9,9,9,9,10,9,strict_14_with_grace_period,184,0.38
9992532,https://www.airbnb.com/rooms/9992532,Back Bay,Back Bay,Boston,MA,2116,42.34671047,-71.07770713,Apartment,Entire home/apt,5,2,2,3,Real Bed,"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",Kitchen,""Pets allowed"",Elevator,Heating,""Family/kid friendly"",Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",Essentials,Shampoo,""24-hour check-in"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Self check-in"",""Building staff""}",185.00,,100.00,1,$0.00 ,3,1125,0,,,,,,,,,,strict_14_with_grace_period,184,
9993602,https://www.airbnb.com/rooms/9993602,Back Bay,Back Bay,Boston,MA,2116,42.34640824,-71.07983771,Apartment,Entire home/apt,3,1,1,2,Real Bed,"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",Kitchen,Elevator,Heating,""Family/kid friendly"",Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",Essentials,Shampoo,""24-hour check-in"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Self check-in"",""Building staff""}",219.00,,100.00,1,$0.00 ,2,1125,2,4/5/2016,5/22/2017,90,9,9,8,10,10,8,strict_14_with_grace_period,184,0.07
9993826,https://www.airbnb.com/rooms/9993826,Back Bay,Back Bay,Boston,MA,2116,42.34593605,-71.07970465,Apartment,Entire home/apt,3,3,1,2,Real Bed,"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",Kitchen,""Pets allowed"",Elevator,Heating,""Family/kid friendly"",Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",Essentials,Shampoo,""24-hour check-in"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Self check-in"",Lockbox}",219.00,,100.00,1,$0.00 ,3,1125,0,,,,,,,,,,strict_14_with_grace_period,184,
9999894,https://www.airbnb.com/rooms/9999894,Fenway/Kenmore,Fenway,Boston,MA,2215,42.34867013,-71.09442102,Apartment,Entire home/apt,3,1,0,2,Real Bed,{},150.00,,,1,$0.00 ,1,1125,0,,,,,,,,,,flexible,1,
10004575,https://www.airbnb.com/rooms/10004575,Jamaica Plain,Jamaica Plain,Boston,MA,2130,42.31968702,-71.11296925,Apartment,Entire home/apt,6,1,3,5,Real Bed,"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",Kitchen,""Free street parking"",Heating,""Family/kid friendly"",Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",""Safety card"",""Fire extinguisher"",Essentials,Shampoo,""24-hour check-in"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Self check-in"",Lockbox,""Private entrance"",""Outlet covers"",Bathtub,""High chair"",""Stair gates"",""Children’s books and toys"",""Window guards"",Crib,""Pack ’n Play/travel crib"",""Children’s dinnerware"",""Hot water"",Microwave,""Coffee maker"",Refrigerator,Dishwasher,""Dishes and silverware"",""Cooking basics"",Oven,Stove,""Patio or balcony"",""Garden or backyard"",""Luggage dropoff allowed"",""Long term stays allowed""}",300.00,0.00,180.00,4,$0.00 ,4,10,14,3/6/2016,9/30/2017,98,10,10,10,10,9,10,strict_14_with_grace_period,1,0.46
10033554,https://www.airbnb.com/rooms/10033554,Chinatown,Chinatown,Boston,MA,2111,42.35064238,-71.0599195,Apartment,Entire home/apt,3,1,1,2,Real Bed,"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",Kitchen,""Pets allowed"",Doorman,Gym,Elevator,Heating,""Family/kid friendly"",Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",Essentials,Shampoo,""24-hour check-in"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Self check-in"",""Building staff""}",135.00,,100.00,1,$0.00 ,14,1125,0,,,,,,,,,,strict_14_with_grace_period,184,
